student_id,timestamp,course_name,enrollment_status,grade_point_average,attendance_rate,scholarship_percent
99e94241-756f-423e-97dc-d4684b87ac81,2026-02-05T23:54:24.722474,Engenharia de Software,SUSPENDED,3.4,52,100
c56e9d32-6ea3-45a9-ab94-e2b495fef656,2026-03-04T01:48:19.444263,Ciência de Dados,DROPPED,0.5,93,50
90313df8-0a09-4193-b41c-a495eeb04e36,2026-02-20T10:10:23.447507,Direito,GRADUATED,6.3,65,50
67f2a1cc-9d51-4d1a-aca9-76001a54e4e1,2026-05-02T04:30:08.762433,Engenharia de Software,DROPPED,0.2,66,0
97197d48-a201-4a10-90f0-27e6d757ed09,2026-04-05T22:29:17.922054,Engenharia de Software,GRADUATED,2.0,52,50
751f5282-e911-42d8-890a-38c94ff2a299,2026-03-20T11:12:36.759136,Direito,GRADUATED,8.2,93,50
1e97a368-2167-4c37-bf1d-3db794797867,2026-04-20T02:02:29.690542,Ciência de Dados,ACTIVE,1.3,78,50
e266ea85-709e-40ea-a46c-1b0828ee32e0,2026-03-18T04:26:10.429388,Administração,DROPPED,6.6,87,50
c5fd373f-b36e-43a7-b650-7df9bd2b8a75,2026-04-03T02:04:57.178080,Administração,SUSPENDED,9.3,80,50
3b071817-9baf-43f5-9141-2b11373b62d0,2026-02-24T14:53:58.036767,Administração,DROPPED,8.7,51,50
98e11187-737c-48df-81eb-7924d3248938,2026-03-02T05:44:49.827399,Ciência de Dados,ACTIVE,8.1,54,0
085dd9b7-6dd2-498a-9994-e8447106c21a,2026-05-25T03:37:31.861493,Direito,ACTIVE,1.5,89,25
0663fcf0-04fb-4cd0-b0ec-cf8f1906d7fa,2026-05-19T05:35:22.383988,Ciência de Dados,DROPPED,0.1,63,0
5548de41-1e2a-4bf5-b6f8-5ccd326f64f2,2026-05-04T16:35:47.431895,Direito,ACTIVE,8.6,60,0
801907cf-55d5-4217-b2b6-bb69881274df,2026-02-14T17:55:13.056266,Engenharia de Software,SUSPENDED,9.9,66,25
91e3b2c9-1a3e-4795-a777-5c7256572469,2026-05-15T13:59:11.209862,Direito,SUSPENDED,9.5,68,25
f6db0eb6-1961-400e-8091-0d83d95c4549,2026-01-12T23:10:42.745178,Direito,GRADUATED,9.0,51,50
68e56b94-5f97-485a-8639-4c0764028246,2026-05-08T05:49:32.243708,Ciência de Dados,GRADUATED,3.4,100,100
ca4c7850-c95b-4672-8852-099af67f4972,2026-03-30T02:11:12.153486,Direito,ACTIVE,0.2,87,25
6727a2a2-3ea7-47c4-bd92-915963db551b,2026-01-23T13:25:53.459182,Engenharia de Software,GRADUATED,2.3,87,0
7e26d403-313d-4ee6-8e5a-bf4ff4c316b1,2026-03-09T11:22:16.400135,Engenharia de Software,ACTIVE,8.8,64,25
16b3b2b2-f793-438b-803c-73f17f3a48c1,2026-03-06T06:40:10.030004,Direito,ACTIVE,2.0,63,100
b29f4c58-0f30-4bf4-8ca2-c6285699c93e,2026-03-20T09:13:22.649190,Direito,SUSPENDED,0.5,75,100
29420bc9-0e9f-403f-a16f-41c019805426,2026-02-06T13:41:39.929422,Engenharia de Software,SUSPENDED,5.8,90,25
cdb1e54e-32b7-4352-9910-607a69b05e65,2026-04-18T08:26:24.571041,Administração,DROPPED,9.8,84,100
be34728a-f29a-4fc7-a670-96334f7da815,2026-05-25T02:48:43.125885,Ciência de Dados,SUSPENDED,3.7,97,25
0f06e574-06ec-4042-8268-479a99eb682d,2026-01-07T06:37:37.450767,Ciência de Dados,GRADUATED,1.5,78,25
a64f388d-60ab-4ecc-8730-85f822bb5e4e,2026-01-07T10:44:49.186026,Ciência de Dados,SUSPENDED,7.6,99,50
e34eb4dc-4ee4-4028-9de5-2d5c574ae767,2026-03-29T10:14:55.694028,Administração,GRADUATED,9.6,52,50
1cfd4933-abd4-44f5-931f-0c200b3ce19e,2026-01-12T12:46:05.746950,Administração,GRADUATED,9.8,96,50
7a0a96f0-c29f-4d5c-aff6-2f0f9cc44aa1,2026-05-26T22:39:08.894855,Engenharia de Software,SUSPENDED,6.2,86,0
6eb5f703-f865-4127-ad39-a0537d1035b7,2026-01-27T03:16:58.002431,Engenharia de Software,DROPPED,9.4,98,25
05236693-0459-4dc2-86ce-fa5ae8130a0b,2026-03-20T21:09:55.174529,Ciência de Dados,DROPPED,4.1,62,100
a0fd4016-8500-44ee-942d-06256e5bb66e,2026-05-28T03:36:17.958857,Administração,ACTIVE,8.4,57,25
b5045d32-4494-4e7f-b7ba-f29bba848870,2026-02-08T04:37:15.731889,Direito,ACTIVE,8.9,97,25
364cd0b5-5a22-4d11-bf1e-4e1e5d7dc217,2026-01-01T04:19:14.181662,Administração,SUSPENDED,3.3,58,0
7e73de1b-e91c-423b-92dd-58f7ead85f6a,2026-05-09T02:43:30.620875,Direito,DROPPED,4.4,72,50
3150213a-995e-4219-96e6-491f2271649a,2026-05-16T08:31:22.155060,Administração,SUSPENDED,3.2,71,100
d2f9fc26-d79b-4921-8896-ab5c90f3a8a7,2026-03-11T09:35:10.509253,Direito,SUSPENDED,8.6,56,0
359c4cc3-4ebb-4b25-86d5-a123225c6592,2026-03-18T00:31:05.210735,Direito,SUSPENDED,6.3,81,50
6f8d5a8a-8dfe-4bda-8fe6-634ecf95e171,2026-01-06T02:36:28.800359,Engenharia de Software,SUSPENDED,5.3,74,25
494b00c9-4da7-4f18-a1c2-754bda34eee2,2026-01-17T05:41:28.668114,Ciência de Dados,DROPPED,9.4,50,100
465d9254-768c-4504-87cc-56e690ad889e,2026-04-03T16:15:47.069569,Administração,SUSPENDED,2.9,57,0
da393314-4ef3-444f-b49e-3458340dcc4d,2026-02-05T04:36:39.128093,Engenharia de Software,GRADUATED,7.0,73,25
0e79903b-3fd3-4d9f-86a6-6f045e1cf3b3,2026-02-15T04:35:28.224858,Ciência de Dados,SUSPENDED,9.4,53,25
e13089c1-faf2-4b9e-bcbe-79599fd36944,2026-02-19T12:12:07.350560,Administração,SUSPENDED,0.0,80,25
058ce2f3-b2bb-4b17-89f2-f30fce21300c,2026-06-02T01:35:55.452973,Direito,DROPPED,9.9,98,100
2aef40bd-b594-41cd-862c-1cc1242a1504,2026-02-23T07:56:09.720093,Direito,GRADUATED,6.2,90,25
7b822642-cf18-4346-b138-9cee340fd401,2026-05-04T03:31:35.115834,Administração,SUSPENDED,5.3,76,25
bb669751-76dd-4820-845d-90bc9cf7ee54,2026-05-31T18:49:08.042392,Ciência de Dados,DROPPED,7.1,72,0
950ba658-51b3-4eeb-91b6-0ec82ca6b050,2026-05-28T11:44:43.068195,Direito,GRADUATED,7.7,91,0
f0eb5162-92ba-4fc0-beac-69b0169b49f1,2026-05-12T09:53:07.869663,Ciência de Dados,GRADUATED,8.5,83,50
c03d47e5-fb1f-4139-a98e-aead8a8bd206,2026-01-08T04:21:06.203991,Engenharia de Software,GRADUATED,2.4,55,0
3fec4158-e895-4c4c-a379-cfee5fb428b9,2026-04-17T10:06:11.627658,Administração,GRADUATED,4.4,83,50
4ebabd3a-4a66-4915-ae86-4ebe9e9cf8ab,2026-04-04T00:36:42.722600,Direito,DROPPED,4.6,78,25
77498702-1678-4b7a-8eb7-2ea2c81dba47,2026-01-15T10:49:30.289868,Direito,DROPPED,4.2,67,25
c1eb2a84-9bca-40a0-87b2-3ab558b3f6df,2026-04-02T13:30:10.140864,Engenharia de Software,ACTIVE,8.9,75,100
caaa2fed-0235-47c3-b1e0-49b7671fcade,2026-01-09T09:35:08.940983,Ciência de Dados,DROPPED,9.4,81,100
e2dde27f-c786-4735-84dd-c652396303cf,2026-05-14T04:09:15.930362,Administração,ACTIVE,10.0,53,100
e36e3ea1-b889-4cf2-8ff3-886a2d817249,2026-01-14T14:40:15.193462,Direito,DROPPED,9.8,85,50
7ced9798-8a37-4249-a72e-0aceefb276dc,2026-03-03T13:58:30.098558,Administração,DROPPED,4.9,76,50
703448f5-31aa-4229-93b0-df0e719dff2f,2026-05-08T23:14:06.239284,Engenharia de Software,ACTIVE,2.3,67,0
3ada0543-af40-4841-a8bf-769d6c106aff,2026-05-19T04:15:12.782390,Direito,ACTIVE,4.8,74,0
a076a636-4284-4f82-b7b9-fd589df00ef5,2026-05-01T05:46:26.175617,Administração,ACTIVE,0.5,81,100
920cc026-c1f0-45d6-9430-fb607a59541f,2026-02-03T11:23:33.462105,Engenharia de Software,GRADUATED,1.9,52,0
72eb21d7-6085-4d89-b58a-8def06c3a264,2026-06-04T07:29:08.768489,Direito,GRADUATED,5.5,66,100
7ce5456e-0652-434a-ae8c-30c59b96b59c,2026-01-11T10:11:54.874337,Engenharia de Software,SUSPENDED,7.1,62,100
c516238b-d400-49d6-ba4b-37acc158f8e8,2026-03-30T17:54:37.031631,Direito,GRADUATED,4.4,92,50
bad73e9d-5a66-4182-b73a-8ff5ef922246,2026-05-04T20:00:39.793084,Direito,ACTIVE,4.7,95,0
01c4995b-c01b-4b8f-a0c7-017261018925,2026-04-12T17:56:08.633740,Administração,GRADUATED,3.2,59,25
0e423906-a824-44a8-9b20-4f11b5013d1d,2026-06-04T21:18:38.138289,Ciência de Dados,GRADUATED,5.4,79,0
ee84c935-b293-4bdb-9db1-d935415d9918,2026-03-30T09:45:54.502048,Administração,SUSPENDED,2.6,99,25
ebe63679-da5f-4a1a-8cec-3fbc7ac48598,2026-02-19T17:20:05.686954,Administração,DROPPED,6.7,98,25
41a9eb1b-224a-4920-b922-dc170b4152f6,2026-04-20T14:44:28.700613,Engenharia de Software,GRADUATED,6.1,78,25
e73daf3f-993d-40c8-b1e8-68b7f96fbebb,2026-05-10T01:54:53.549507,Engenharia de Software,GRADUATED,7.8,54,100
bc8ff95f-01d3-4c48-807c-fdce094bb2a6,2026-06-04T01:07:53.205819,Ciência de Dados,ACTIVE,4.1,54,50
55449206-6a41-4f0b-a062-e5830ea5c254,2026-03-12T02:34:47.216022,Administração,DROPPED,4.7,88,0
695c7849-6fa5-4835-8b0a-4895b02bd606,2026-01-01T03:26:02.197916,Engenharia de Software,DROPPED,1.4,71,100
2850de05-9c99-438c-9c54-9ff86556c548,2026-05-13T14:30:43.816970,Engenharia de Software,ACTIVE,5.4,70,25
7bf2fd69-dea9-431f-be68-09c785af06f8,2026-01-14T05:10:24.981063,Administração,GRADUATED,3.6,71,25
19b85d0d-b38f-4749-b258-54e1d4f8f377,2026-04-21T09:33:21.862792,Ciência de Dados,GRADUATED,8.7,51,25
b74797c0-3bb7-4767-b0c5-358f6a478175,2026-04-18T22:17:53.377268,Direito,SUSPENDED,2.8,69,0
b1774bcd-b012-4dc4-ba5f-b7b05bebf6b9,2026-02-06T20:22:19.386452,Direito,ACTIVE,6.1,94,50
3ad612a8-de88-4edd-bb01-a9e2e73fcf8a,2026-02-18T19:51:36.513414,Ciência de Dados,ACTIVE,4.9,57,100
d7a31def-5f02-46cb-84ea-23ca73eb416a,2026-01-24T14:41:30.367837,Direito,GRADUATED,7.1,62,0
0c0f597c-6b22-4e23-84a2-706317e66a1f,2026-01-15T08:52:07.103846,Engenharia de Software,SUSPENDED,5.6,95,0
5e0c8f6d-e792-465d-80c3-b9276df7083b,2026-05-11T01:40:02.437647,Engenharia de Software,DROPPED,8.8,63,0
88ff7456-b637-451c-b0ff-3db4b0c8f2da,2026-02-19T09:00:53.636993,Administração,GRADUATED,5.2,100,100
3305e0b6-9bc0-46f8-b357-cacb78958ae8,2026-02-21T18:44:45.819809,Administração,ACTIVE,4.5,83,50
192015d6-388b-498f-9c28-9feac35fcdb9,2026-03-03T14:56:08.162611,Direito,GRADUATED,5.8,78,25
04dbf6e6-a55e-41d9-acb7-39495d814230,2026-02-09T01:50:50.980142,Direito,GRADUATED,4.6,56,50
7e23c35b-9ff5-4d01-a33c-bda0a985b664,2026-04-17T21:43:29.145144,Direito,DROPPED,0.6,79,25
548f0474-3573-43ec-9354-59fcc8f28ec9,2026-03-18T19:30:48.651241,Direito,DROPPED,1.4,67,25
625c46c0-646c-4a49-bad8-2064e95b8e57,2026-05-28T12:53:59.720442,Engenharia de Software,DROPPED,5.6,83,25
8f3cfb61-a003-4687-9c00-a06fe6da713f,2026-04-09T22:40:04.495306,Engenharia de Software,ACTIVE,0.6,90,25
e0d5850c-b010-4b21-9620-fa75a51d28c1,2026-01-20T20:48:38.221608,Administração,GRADUATED,9.9,99,25
3fe7bb61-44bc-4ff3-8459-ad4104201278,2026-03-04T01:43:31.275046,Engenharia de Software,ACTIVE,2.9,66,25
03f1a966-e3ab-424f-bbf1-a9f0ca68b1cc,2026-01-07T15:17:47.969351,Direito,DROPPED,0.9,63,0
c1e8df68-cc52-4c95-923a-fb38fc9ee8ab,2026-01-26T03:35:52.512799,Direito,GRADUATED,2.4,81,0
